 0.000000  0.000000  34.202582
 0.000000  1.000000  33.271969
 0.000000  2.000000  32.364157
 0.000000  3.000000  31.550181
 0.000000  4.000000  30.776464
 0.000000  5.000000  29.984418
 0.000000  6.000000  29.264105
 0.000000  7.000000  28.530030
 0.000000  8.000000  27.778018
 0.000000  9.000000  27.075001
 0.000000  10.000000  26.411251
 0.000000  11.000000  25.747500
 0.000000  12.000000  25.176182
 0.000000  13.000000  24.604864
 0.000000  14.000000  24.017171
 0.000000  15.000000  23.501010
 0.000000  16.000000  22.970052
 0.000000  17.000000  22.422933
 0.000000  18.000000  21.875815
 0.000000  19.000000  21.419170
 0.000000  20.000000  20.946305
 0.000000  21.000000  20.456445
 0.000000  22.000000  20.030407
 0.000000  23.000000  19.642539
 0.000000  24.000000  19.238822
 0.000000  25.000000  18.936703
 0.000000  26.000000  18.617426
 0.000000  27.000000  18.281170
 0.000000  28.000000  17.972795
 0.000000  29.000000  17.694336
 0.000000  30.000000  17.415877
 0.000000  31.000000  17.181844
 0.000000  32.000000  16.933238
 0.000000  33.000000  16.684632
 0.000000  34.000000  16.467455
 0.000000  35.000000  16.265786
 0.000000  36.000000  16.064117
 0.000000  37.000000  15.920410
 0.000000  38.000000  15.766092
 0.000000  39.000000  15.613678
 0.000000  40.000000  15.486468
 0.000000  41.000000  15.359258
 0.000000  42.000000  15.247959
 0.000000  43.000000  15.154587
 0.000000  44.000000  15.065604
 0.000000  45.000000  14.976620
 0.000000  46.000000  14.910326
 0.000000  47.000000  14.862986
 0.000000  48.000000  14.838523
 0.000000  49.000000  14.814060
 0.000000  50.000000  14.814154
 0.000000  51.000000  14.814248
 0.000000  52.000000  14.819454
 0.000000  53.000000  14.843782
 0.000000  54.000000  14.905904
 0.000000  55.000000  14.953562
 0.000000  56.000000  15.023537
 0.000000  57.000000  15.093513
 0.000000  58.000000  15.167229
 0.000000  59.000000  15.267222
 0.000000  60.000000  15.388544
 0.000000  61.000000  15.495657
 0.000000  62.000000  15.634412
 0.000000  63.000000  15.759221
 0.000000  64.000000  15.888788
 0.000000  65.000000  16.032606
 0.000000  66.000000  16.176423
 0.000000  67.000000  16.327454
 0.000000  68.000000  16.507498
 0.000000  69.000000  16.726494
 0.000000  70.000000  16.929340
 0.000000  71.000000  17.139042
 0.000000  72.000000  17.415800
 0.000000  73.000000  17.692557
 0.000000  74.000000  17.952492
 0.000000  75.000000  18.294842
 0.000000  76.000000  18.637192
 0.000000  77.000000  18.989885
 0.000000  78.000000  19.408011
 0.000000  79.000000  19.814600
 0.000000  80.000000  20.221189
 0.000000  81.000000  20.687709
 0.000000  82.000000  21.154229
 0.000000  83.000000  21.650308
 0.000000  84.000000  22.204942
 0.000000  85.000000  22.759577
 0.000000  86.000000  23.298387
 0.000000  87.000000  23.910250
 0.000000  88.000000  24.508607
 0.000000  89.000000  25.112643
 0.000000  90.000000  25.769662
 0.000000  91.000000  26.409684
 0.000000  92.000000  27.075350
 0.000000  93.000000  27.782339
 0.000000  94.000000  28.518636
 0.000000  95.000000  29.254934
 0.000000  96.000000  30.001066
 0.000000  97.000000  30.822729
 0.000000  98.000000  31.632397
 0.000000  99.000000  32.426616

 1.000000  0.000000  33.337142
 1.000000  1.000000  32.429330
 1.000000  2.000000  31.562205
 1.000000  3.000000  30.763572
 1.000000  4.000000  29.979948
